LR999924.1 1 100000 0 
LR999928.1 5900001 6000000 5 29100
LR999928.1 6000001 6100000 5 17450
LR999928.1 6100001 6200000 4 41634
LR999928.1 6200001 6300000 6 30476
LR999928.1 6300001 6400000 5 18607
LR999928.1 6400001 6500000 9 35332
LR999928.1 6500001 6600000 7 30556
LR999928.1 6600001 6700000 5 20733
LR999928.1 6700001 6800000 2 3553
LR999928.1 6800001 6900000 14 39818
LR999928.1 6900001 7000000 5 33031
LR999928.1 7000001 7100000 2 20321
LR999928.1 7100001 7200000 0 
LR999928.1 7200001 7300000 1 12166
LR999928.1 7300001 7400000 4 6537
LR999928.1 7400001 7500000 8 16603
LR999928.1 7500001 7600000 1 10560
LR999928.1 7600001 7700000 4 17064
LR999928.1 7700001 7800000 4 28411
LR999928.1 7800001 7900000 6 40500
LR999928.1 7900001 8000000 5 16922
LR999928.1 8000001 8100000 8 65639
LR999928.1 8100001 8200000 2 3091
LR999928.1 8200001 8300000 1 2127
LR999928.1 8300001 8400000 0 
LR999928.1 8400001 8500000 3 12317
LR999928.1 8500001 8600000 1 7602
LR999928.1 8600001 8700000 2 9396
LR999928.1 8700001 8800000 1 11943
LR999928.1 8800001 8900000 6 23379
LR999928.1 8900001 9000000 8 32412
LR999928.1 9000001 9100000 0 
LR999928.1 9100001 9200000 2 2726
LR999928.1 9200001 9300000 4 17017
LR999928.1 9300001 9400000 8 31300
LR999928.1 9400001 9500000 4 14140
LR999928.1 9500001 9600000 3 5263
LR999928.1 9600001 9700000 1 6026
LR999928.1 9700001 9800000 2 8933
LR999928.1 9800001 9900000 11 31490
LR999928.1 9900001 10000000 1 992
LR999928.1 10000001 10100000 2 3919
LR999928.1 10100001 10200000 3 16767
LR999928.1 10200001 10300000 3 10301
LR999928.1 10300001 10400000 0 
LR999928.1 10400001 10500000 1 5881
LR999928.1 10500001 10600000 0 
LR999928.1 10600001 10700000 0 
LR999928.1 10700001 10800000 0 
LR999928.1 10800001 10900000 1 260
LR999928.1 10900001 11000000 0 
LR999928.1 11000001 11100000 7 44090
LR999928.1 11100001 11200000 14 67141
LR999928.1 11200001 11300000 1 752
LR999928.1 11300001 11400000 2 15535
LR999928.1 11400001 11500000 0 
LR999928.1 11500001 11600000 0 
LR999928.1 11600001 11700000 1 2520
LR999928.1 11700001 11800000 0 
LR999928.1 11800001 11900000 0 
LR999928.1 11900001 12000000 1 521
LR999928.1 12000001 12100000 0 
LR999928.1 12100001 12200000 0 
LR999928.1 12200001 12300000 1 671
LR999928.1 12300001 12400000 0 
LR999928.1 12400001 12500000 2 2887
LR999928.1 12500001 12600000 2 11877
LR999928.1 12600001 12700000 0 
LR999928.1 12700001 12800000 1 4952
LR999928.1 12800001 12900000 0 
LR999928.1 12900001 13000000 0 
LR999928.1 13000001 13100000 1 398
LR999928.1 13100001 13200000 0 
LR999928.1 13200001 13300000 0 
LR999928.1 13300001 13400000 2 9436
LR999928.1 13400001 13500000 8 29562
LR999928.1 13500001 13600000 4 21142
LR999928.1 13600001 13700000 7 38371
LR999928.1 13700001 13800000 1 1676
LR999928.1 13800001 13900000 0 
LR999928.1 13900001 14000000 2 14405
LR999928.1 14000001 14100000 2 16331
LR999928.1 14100001 14200000 3 26209
LR999928.1 14200001 14300000 5 37566
LR999928.1 14300001 14400000 0 
LR999928.1 14400001 14500000 1 638
LR999928.1 14500001 14600000 2 8192
LR999928.1 14600001 14700000 1 1478
LR999928.1 14700001 14800000 0 
LR999928.1 14800001 14900000 0 
LR999928.1 14900001 15000000 1 12706
LR999928.1 15000001 15100000 0 
LR999928.1 15100001 15200000 6 30126
LR999928.1 15200001 15300000 8 33250
LR999928.1 15300001 15400000 8 42585
LR999928.1 15400001 15500000 4 46242
LR999928.1 15500001 15600000 4 19211
LR999928.1 15600001 15700000 1 2490
LR999928.1 15700001 15800000 2 1252
LR999928.1 15800001 15900000 7 32915
LR999928.1 15900001 16000000 8 30274
LR999928.1 16000001 16000791 0 
LR999929.1 1 100000 0 
LR999929.1 100001 200000 0 
LR999929.1 200001 300000 2 12033
LR999929.1 300001 400000 3 12978
LR999929.1 400001 500000 4 9129
LR999929.1 500001 600000 4 18026
LR999929.1 600001 700000 3 10082
LR999929.1 700001 800000 6 26278
LR999929.1 800001 900000 8 41052
LR999929.1 900001 1000000 3 16381
LR999929.1 1000001 1100000 4 19100
LR999929.1 1100001 1200000 1 15944
LR999929.1 1200001 1300000 0 
LR999929.1 1300001 1400000 0 
LR999929.1 1400001 1500000 0 
LR999929.1 1500001 1600000 0 
LR999929.1 1600001 1700000 2 7185
LR999929.1 1700001 1800000 4 14126
LR999929.1 1800001 1900000 3 6217
LR999929.1 1900001 2000000 1 953
LR999929.1 2000001 2100000 0 
LR999929.1 2100001 2200000 1 1061
LR999929.1 2200001 2300000 1 6937
LR999929.1 2300001 2400000 0 
LR999929.1 2400001 2500000 1 19094
LR999929.1 2500001 2600000 2 11607
LR999929.1 2600001 2700000 1 1409
LR999929.1 2700001 2800000 3 17071
LR999929.1 2800001 2900000 3 9229
LR999929.1 2900001 3000000 0 
LR999929.1 3000001 3100000 0 
LR999929.1 3100001 3200000 1 1447
LR999929.1 3200001 3300000 0 
LR999929.1 3300001 3400000 0 
LR999929.1 3400001 3500000 2 1792
LR999929.1 3500001 3600000 3 17045
LR999929.1 3600001 3700000 5 35977
LR999929.1 3700001 3800000 3 8135
LR999929.1 3800001 3900000 4 14973
LR999929.1 3900001 4000000 0 
LR999929.1 4000001 4100000 0 
LR999929.1 4100001 4200000 0 
LR999929.1 4200001 4300000 6 15449
LR999929.1 4300001 4400000 2 4963
LR999929.1 4400001 4500000 8 43436
LR999929.1 4500001 4600000 0 
LR999929.1 4600001 4700000 3 4347
LR999929.1 4700001 4800000 0 
LR999929.1 4800001 4900000 6 16971
LR999929.1 4900001 5000000 0 
LR999929.1 5000001 5100000 0 
LR999929.1 5100001 5200000 2 7360
LR999929.1 5200001 5300000 4 30812
LR999929.1 5300001 5400000 5 27539
LR999929.1 5400001 5500000 4 15746
LR999929.1 5500001 5600000 12 49928
LR999929.1 5600001 5700000 0 
LR999929.1 5700001 5800000 5 20158
LR999929.1 5800001 5900000 4 9746
LR999929.1 5900001 6000000 3 18411
LR999929.1 6000001 6100000 4 20346
LR999929.1 6100001 6200000 5 26074
LR999929.1 6200001 6300000 4 4482
LR999929.1 6300001 6400000 0 
LR999929.1 6400001 6500000 0 
LR999929.1 6500001 6600000 2 4084
LR999929.1 6600001 6700000 0 
LR999929.1 6700001 6800000 3 12415
LR999929.1 6800001 6900000 1 6035
LR999929.1 6900001 7000000 7 35036
LR999929.1 7000001 7100000 0 
LR999929.1 7100001 7200000 0 
LR999929.1 7200001 7300000 7 34288
LR999929.1 7300001 7400000 0 
LR999929.1 7400001 7500000 4 22263
LR999929.1 7500001 7600000 3 4155
LR999929.1 7600001 7700000 1 1073
LR999929.1 7700001 7800000 2 3833
LR999929.1 7800001 7900000 4 17963
LR999929.1 7900001 8000000 2 10681
LR999929.1 8000001 8100000 1 1733
LR999929.1 8100001 8200000 9 49520
LR999929.1 8200001 8300000 14 51564
LR999929.1 8300001 8400000 7 24682
LR999929.1 8400001 8500000 5 46027
LR999929.1 8500001 8600000 11 29108
LR999929.1 8600001 8700000 3 6089
LR999929.1 8700001 8800000 6 20707
LR999929.1 8800001 8900000 4 17553
LR999929.1 8900001 9000000 0 
LR999929.1 9000001 9100000 3 15086
LR999929.1 9100001 9200000 5 31361
LR999929.1 9200001 9300000 5 23763
LR999929.1 9300001 9400000 0 
LR999929.1 9400001 9500000 0 
LR999929.1 9500001 9600000 5 35915
LR999929.1 9600001 9700000 5 30163
LR999929.1 9700001 9800000 4 16953
LR999929.1 9800001 9900000 2 12491
LR999929.1 9900001 10000000 1 3990
LR999929.1 10000001 10100000 0 
LR999929.1 10100001 10200000 0 
LR999929.1 10200001 10300000 1 3071
LR999929.1 10300001 10400000 3 6114
LR999929.1 10400001 10500000 6 28820
LR999929.1 10500001 10600000 0 
LR999929.1 10600001 10700000 0 
LR999929.1 10700001 10800000 0 
LR999929.1 10800001 10900000 3 14518
LR999929.1 10900001 11000000 0 
LR999929.1 11000001 11100000 7 41461
LR999929.1 11100001 11200000 8 35583
LR999929.1 11200001 11300000 7 35877
LR999929.1 11300001 11400000 0 
LR999929.1 11400001 11500000 1 3909
LR999929.1 11500001 11600000 0 
LR999929.1 11600001 11700000 1 698
LR999929.1 11700001 11800000 0 
LR999929.1 11800001 11900000 0 
LR999929.1 11900001 12000000 2 12251
LR999929.1 12000001 12100000 2 5656
LR999929.1 12100001 12200000 6 24794
LR999929.1 12200001 12300000 5 30364
LR999929.1 12300001 12400000 2 2218
LR999929.1 12400001 12500000 3 19428
LR999929.1 12500001 12600000 3 24767
LR999929.1 12600001 12700000 6 30610
LR999929.1 12700001 12800000 9 40526
LR999929.1 12800001 12900000 0 
LR999929.1 12900001 13000000 11 28514
LR999929.1 13000001 13100000 4 16389
LR999929.1 13100001 13200000 4 16413
LR999929.1 13200001 13300000 0 
LR999929.1 13300001 13400000 1 4879
LR999929.1 13400001 13500000 14 34536
LR999929.1 13500001 13600000 9 26527
LR999929.1 13600001 13700000 5 10618
LR999929.1 13700001 13800000 1 6487
LR999929.1 13800001 13900000 0 
LR999929.1 13900001 14000000 5 32373
LR999929.1 14000001 14100000 0 
LR999929.1 14100001 14200000 1 11197
LR999929.1 14200001 14300000 1 6123
LR999929.1 14300001 14400000 2 3948
LR999929.1 14400001 14500000 2 16197
LR999929.1 14500001 14600000 1 1215
LR999929.1 14600001 14700000 2 4542
LR999929.1 14700001 14800000 10 27712
LR999929.1 14800001 14900000 3 17219
LR999929.1 14900001 15000000 0 
LR999929.1 15000001 15100000 1 10821
LR999929.1 15100001 15200000 0 
LR999929.1 15200001 15300000 0 
LR999929.1 15300001 15400000 4 15139
LR999929.1 15400001 15500000 4 22767
LR999929.1 15500001 15600000 2 7950
LR999929.1 15600001 15700000 8 25590
LR999929.1 15700001 15800000 3 6189
LR999929.1 15800001 15900000 1 1493
LR999929.1 15900001 15952094 3 7008
LR999930.1 1 100000 4 7334
LR999930.1 100001 200000 1 12660
LR999930.1 200001 300000 1 785
LR999930.1 300001 400000 2 13020
LR999930.1 400001 500000 2 10435
LR999930.1 500001 600000 0 
LR999930.1 600001 700000 4 16300
LR999930.1 700001 800000 1 15262
LR999930.1 800001 900000 2 7036
LR999930.1 900001 1000000 2 6391
LR999930.1 1000001 1100000 1 4429
LR999930.1 1100001 1200000 4 19281
LR999930.1 1200001 1300000 0 
LR999930.1 1300001 1400000 2 15960
LR999930.1 1400001 1500000 1 11902
LR999930.1 1500001 1600000 0 
LR999930.1 1600001 1700000 1 2927
LR999930.1 1700001 1800000 0 
LR999930.1 1800001 1900000 0 
LR999930.1 1900001 2000000 3 12741
LR999930.1 2000001 2100000 12 39613
LR999930.1 2100001 2200000 0 
LR999930.1 2200001 2300000 1 4542
LR999930.1 2300001 2400000 5 8912
LR999930.1 2400001 2500000 5 24805
LR999930.1 2500001 2600000 0 
LR999930.1 2600001 2700000 4 23158
LR999930.1 2700001 2800000 1 5049
LR999930.1 2800001 2900000 1 1457
LR999930.1 2900001 3000000 3 5573
LR999930.1 3000001 3100000 3 11933
LR999930.1 3100001 3200000 6 22714
LR999930.1 3200001 3300000 3 11317
LR999930.1 3300001 3400000 5 33360
LR999930.1 3400001 3500000 0 
LR999930.1 3500001 3600000 3 6446
LR999930.1 3600001 3700000 0 
LR999930.1 3700001 3800000 1 6295
LR999930.1 3800001 3900000 4 16097
LR999930.1 3900001 4000000 3 13257
LR999930.1 4000001 4100000 5 16856
LR999930.1 4100001 4200000 0 
LR999930.1 4200001 4300000 3 9096
LR999930.1 4300001 4400000 5 24426
LR999930.1 4400001 4500000 4 2787
LR999930.1 4500001 4600000 4 4616
LR999930.1 4600001 4700000 1 10186
LR999930.1 4700001 4800000 0 
LR999930.1 4800001 4900000 1 1225
LR999930.1 4900001 5000000 3 15218
LR999930.1 5000001 5100000 4 9573
LR999930.1 5100001 5200000 1 3717
LR999930.1 5200001 5300000 2 5292
LR999930.1 5300001 5400000 6 14101
LR999930.1 5400001 5500000 7 34261
LR999930.1 5500001 5600000 2 19357
LR999930.1 5600001 5700000 4 30043
LR999930.1 5700001 5800000 4 12566
LR999930.1 5800001 5900000 1 8998
LR999930.1 5900001 6000000 1 863
LR999930.1 6000001 6100000 4 18939
LR999930.1 6100001 6200000 2 8139
LR999930.1 6200001 6300000 1 1349
LR999930.1 6300001 6400000 7 24794
LR999930.1 6400001 6500000 0 
LR999930.1 6500001 6600000 6 20423
LR999930.1 6600001 6700000 12 26659
LR999930.1 6700001 6800000 3 35811
LR999930.1 6800001 6900000 2 10496
LR999930.1 6900001 7000000 4 47321
LR999930.1 7000001 7100000 2 4347
LR999930.1 7100001 7200000 1 7008
LR999930.1 7200001 7300000 8 18509
LR999930.1 7300001 7400000 3 20776
LR999930.1 7400001 7500000 5 16690
LR999930.1 7500001 7600000 8 17804
LR999930.1 7600001 7700000 4 16231
LR999930.1 7700001 7800000 4 6747
LR999930.1 7800001 7900000 7 30266
LR999930.1 7900001 8000000 10 28798
LR999930.1 8000001 8100000 9 39205
LR999930.1 8100001 8200000 3 6425
LR999930.1 8200001 8300000 1 218
LR999930.1 8300001 8400000 2 16517
LR999930.1 8400001 8500000 6 17129
LR999930.1 8500001 8600000 2 3003
LR999930.1 8600001 8700000 2 2150
LR999930.1 8700001 8800000 0 
LR999930.1 8800001 8900000 4 13572
LR999930.1 8900001 9000000 9 34478
LR999930.1 9000001 9100000 0 
LR999930.1 9100001 9200000 0 
LR999930.1 9200001 9300000 0 
LR999930.1 9300001 9400000 1 1106
LR999930.1 9400001 9500000 6 15011
LR999930.1 9500001 9600000 3 14639
LR999930.1 9600001 9700000 4 8763
LR999930.1 9700001 9800000 7 24885
LR999930.1 9800001 9900000 7 33322
LR999930.1 9900001 10000000 4 13942
LR999930.1 10000001 10100000 5 29580
LR999930.1 10100001 10200000 3 14811
LR999930.1 10200001 10300000 0 
LR999930.1 10300001 10400000 5 6323
LR999930.1 10400001 10500000 0 
LR999930.1 10500001 10600000 0 
LR999930.1 10600001 10700000 1 4988
LR999930.1 10700001 10800000 2 6173
LR999930.1 10800001 10900000 1 3243
LR999930.1 10900001 11000000 1 597
LR999930.1 11000001 11100000 1 6410
LR999930.1 11100001 11200000 2 13667
LR999930.1 11200001 11300000 4 16254
LR999930.1 11300001 11400000 3 10669
LR999930.1 11400001 11500000 0 
LR999930.1 11500001 11600000 0 
LR999930.1 11600001 11700000 1 1605
LR999930.1 11700001 11800000 2 10158
LR999930.1 11800001 11900000 4 34935
LR999930.1 11900001 12000000 3 5059
LR999930.1 12000001 12100000 8 29029
LR999930.1 12100001 12200000 1 14771
LR999930.1 12200001 12300000 5 15813
LR999930.1 12300001 12400000 0 
LR999930.1 12400001 12500000 6 29275
LR999930.1 12500001 12600000 4 14551
LR999930.1 12600001 12700000 1 2047
LR999930.1 12700001 12800000 0 
LR999930.1 12800001 12900000 2 1109
LR999930.1 12900001 13000000 0 
LR999930.1 13000001 13100000 5 14506
LR999930.1 13100001 13200000 0 
LR999930.1 13200001 13300000 2 2764
LR999930.1 13300001 13400000 0 
LR999930.1 13400001 13500000 4 35705
LR999930.1 13500001 13600000 7 29405
LR999930.1 13600001 13700000 6 40304
LR999930.1 13700001 13800000 7 26235
LR999930.1 13800001 13900000 6 26395
LR999930.1 13900001 14000000 6 24794
LR999930.1 14000001 14100000 1 12581
LR999930.1 14100001 14200000 1 13316
LR999930.1 14200001 14300000 0 
LR999930.1 14300001 14400000 0 
LR999930.1 14400001 14500000 0 
LR999930.1 14500001 14600000 0 
LR999930.1 14600001 14700000 3 13704
LR999930.1 14700001 14800000 0 
LR999930.1 14800001 14900000 2 17447
LR999930.1 14900001 15000000 0 
LR999930.1 15000001 15100000 0 
LR999930.1 15100001 15200000 0 
LR999930.1 15200001 15300000 0 
LR999930.1 15300001 15400000 2 10758
LR999930.1 15400001 15500000 2 12706
LR999930.1 15500001 15600000 4 40525
LR999930.1 15600001 15700000 3 5680
LR999930.1 15700001 15715213 0 
LR999931.1 1 100000 2 2525
LR999931.1 100001 200000 1 626
LR999931.1 200001 300000 0 
LR999931.1 300001 400000 1 8260
LR999931.1 400001 500000 1 989
LR999931.1 500001 600000 2 4160
LR999931.1 600001 700000 2 1841
LR999931.1 700001 800000 6 26851
LR999931.1 800001 900000 4 29970
LR999931.1 900001 1000000 2 24471
LR999931.1 1000001 1100000 4 37703
LR999931.1 1100001 1200000 3 44343
LR999931.1 1200001 1300000 6 33448
LR999931.1 1300001 1400000 8 40723
LR999931.1 1400001 1500000 8 30086
LR999931.1 1500001 1600000 2 13382
LR999931.1 1600001 1700000 1 12620
LR999931.1 1700001 1800000 3 22283
LR999931.1 1800001 1900000 7 15551
LR999931.1 1900001 2000000 5 25269
LR999931.1 2000001 2100000 0 
LR999931.1 2100001 2200000 0 
LR999931.1 2200001 2300000 3 18523
LR999931.1 2300001 2400000 4 19500
LR999931.1 2400001 2500000 6 24503
LR999931.1 2500001 2600000 1 5151
LR999931.1 2600001 2700000 0 
LR999931.1 2700001 2800000 0 
LR999931.1 2800001 2900000 0 
LR999931.1 2900001 3000000 0 
LR999931.1 3000001 3100000 1 4117
LR999931.1 3100001 3200000 0 
LR999931.1 3200001 3300000 0 
LR999931.1 3300001 3400000 4 5790
LR999931.1 3400001 3500000 0 
LR999931.1 3500001 3600000 0 
LR999931.1 3600001 3700000 1 5989
LR999931.1 3700001 3800000 6 28144
LR999931.1 3800001 3900000 2 5130
LR999931.1 3900001 4000000 2 12744
LR999931.1 4000001 4100000 3 6501
LR999931.1 4100001 4200000 1 2584
LR999931.1 4200001 4300000 4 30431
LR999931.1 4300001 4400000 2 6573
LR999931.1 4400001 4500000 5 15771
LR999931.1 4500001 4600000 2 16916
LR999931.1 4600001 4700000 4 11659
LR999931.1 4700001 4800000 0 
LR999931.1 4800001 4900000 1 1124
LR999931.1 4900001 5000000 9 23328
LR999931.1 5000001 5100000 4 16290
LR999931.1 5100001 5200000 0 
LR999931.1 5200001 5300000 9 36227
LR999931.1 5300001 5400000 3 26120
LR999931.1 5400001 5500000 4 19073
LR999931.1 5500001 5600000 6 24879
LR999931.1 5600001 5700000 6 17472
LR999931.1 5700001 5800000 0 
LR999931.1 5800001 5900000 2 7101
LR999931.1 5900001 6000000 3 37045
LR999931.1 6000001 6100000 5 23888
LR999931.1 6100001 6200000 1 282
LR999931.1 6200001 6300000 0 
LR999931.1 6300001 6400000 0 
LR999931.1 6400001 6500000 5 36189
LR999931.1 6500001 6600000 7 16700
LR999931.1 6600001 6700000 13 41475
LR999931.1 6700001 6800000 0 
LR999931.1 6800001 6900000 2 2731
LR999931.1 6900001 7000000 2 11480
LR999931.1 7000001 7100000 3 14544
LR999931.1 7100001 7200000 11 29385
LR999931.1 7200001 7300000 10 35543
LR999931.1 7300001 7400000 11 33502
LR999931.1 7400001 7500000 0 
LR999931.1 7500001 7600000 9 28350
LR999931.1 7600001 7700000 9 25533
LR999931.1 7700001 7800000 3 28261
LR999931.1 7800001 7900000 5 5913
LR999931.1 7900001 8000000 1 3065
LR999931.1 8000001 8100000 1 4454
LR999931.1 8100001 8200000 4 11892
LR999931.1 8200001 8300000 2 4825
LR999931.1 8300001 8400000 7 15733
LR999931.1 8400001 8500000 8 12556
LR999931.1 8500001 8600000 1 7496
LR999931.1 8600001 8700000 0 
LR999931.1 8700001 8800000 4 11740
LR999931.1 8800001 8900000 1 9364
LR999931.1 8900001 9000000 0 
LR999931.1 9000001 9100000 2 2303
LR999931.1 9100001 9200000 7 23545
LR999931.1 9200001 9300000 8 25675
LR999931.1 9300001 9400000 0 
LR999931.1 9400001 9500000 5 13041
LR999931.1 9500001 9600000 13 36947
LR999931.1 9600001 9700000 0 
LR999931.1 9700001 9800000 8 25266
LR999931.1 9800001 9900000 6 25759
LR999931.1 9900001 10000000 0 
LR999931.1 10000001 10100000 3 7792
LR999931.1 10100001 10200000 9 32655
LR999931.1 10200001 10300000 4 4117
LR999931.1 10300001 10400000 2 2959
LR999931.1 10400001 10500000 5 15322
LR999931.1 10500001 10600000 9 35297
LR999931.1 10600001 10700000 6 35554
LR999931.1 10700001 10800000 6 24562
LR999931.1 10800001 10900000 9 51444
LR999931.1 10900001 11000000 2 13705
LR999931.1 11000001 11100000 7 10978
LR999931.1 11100001 11200000 1 2685
LR999931.1 11200001 11300000 7 17231
LR999931.1 11300001 11400000 6 20799
LR999931.1 11400001 11500000 8 13009
LR999931.1 11500001 11600000 1 2160
LR999931.1 11600001 11700000 14 45141
LR999931.1 11700001 11800000 7 30446
LR999931.1 11800001 11900000 5 27725
LR999931.1 11900001 12000000 8 24122
LR999931.1 12000001 12100000 2 8918
LR999931.1 12100001 12200000 6 16922
LR999931.1 12200001 12300000 4 15317
LR999931.1 12300001 12400000 4 22829
LR999931.1 12400001 12500000 0 
LR999931.1 12500001 12600000 0 
LR999931.1 12600001 12700000 0 
LR999931.1 12700001 12800000 2 4860
LR999931.1 12800001 12900000 2 4824
LR999931.1 12900001 13000000 2 8023
LR999931.1 13000001 13100000 0 
LR999931.1 13100001 13200000 6 17447
LR999931.1 13200001 13300000 4 22097
LR999931.1 13300001 13400000 0 
LR999931.1 13400001 13500000 0 
LR999931.1 13500001 13600000 1 446
LR999931.1 13600001 13700000 0 
LR999931.1 13700001 13800000 0 
LR999931.1 13800001 13900000 1 4110
LR999931.1 13900001 14000000 3 10171
LR999931.1 14000001 14100000 0 
LR999931.1 14100001 14200000 2 7931
LR999931.1 14200001 14300000 8 30884
LR999931.1 14300001 14400000 8 30123
LR999931.1 14400001 14500000 0 
LR999931.1 14500001 14600000 2 17283
LR999931.1 14600001 14700000 3 10560
LR999931.1 14700001 14800000 4 17772
LR999931.1 14800001 14900000 0 
LR999931.1 14900001 15000000 4 12351
LR999931.1 15000001 15100000 1 3295
LR999931.1 15100001 15200000 0 
LR999931.1 15200001 15300000 0 
LR999931.1 15300001 15400000 2 3184
LR999931.1 15400001 15500000 4 12372
LR999931.1 15500001 15572524 5 5650
LR999932.1 1 100000 8 51889
LR999932.1 100001 200000 2 5204
LR999932.1 200001 300000 4 19788
LR999932.1 300001 400000 2 19256
LR999932.1 400001 500000 1 4454
LR999932.1 500001 600000 0 
LR999932.1 600001 700000 0 
LR999932.1 700001 800000 0 
LR999932.1 800001 900000 0 
LR999932.1 900001 1000000 2 4512
LR999932.1 1000001 1100000 8 60104
LR999932.1 1100001 1200000 7 35905
LR999932.1 1200001 1300000 0 
LR999932.1 1300001 1400000 0 
LR999932.1 1400001 1500000 0 
LR999932.1 1500001 1600000 0 
LR999932.1 1600001 1700000 1 7122
LR999932.1 1700001 1800000 0 
LR999932.1 1800001 1900000 0 
LR999932.1 1900001 2000000 1 1992
LR999932.1 2000001 2100000 0 
LR999932.1 2100001 2200000 2 15587
LR999932.1 2200001 2300000 0 
LR999932.1 2300001 2400000 0 
LR999932.1 2400001 2500000 0 
LR999932.1 2500001 2600000 0 
LR999932.1 2600001 2700000 0 
LR999932.1 2700001 2800000 0 
LR999932.1 2800001 2900000 0 
LR999932.1 2900001 3000000 0 
LR999932.1 3000001 3100000 0 
LR999932.1 3100001 3200000 5 18317
LR999932.1 3200001 3300000 12 44291
LR999932.1 3300001 3400000 6 27164
LR999932.1 3400001 3500000 8 45993
LR999932.1 3500001 3600000 4 24918
LR999932.1 3600001 3700000 3 32234
LR999932.1 3700001 3800000 5 16875
LR999932.1 3800001 3900000 6 43816
LR999932.1 3900001 4000000 10 36866
LR999932.1 4000001 4100000 0 
LR999932.1 4100001 4200000 1 9433
LR999932.1 4200001 4300000 0 
LR999932.1 4300001 4400000 0 
LR999932.1 4400001 4500000 3 17283
LR999932.1 4500001 4600000 2 8494
LR999932.1 4600001 4700000 4 23839
LR999932.1 4700001 4800000 2 9576
LR999932.1 4800001 4900000 8 40229
LR999932.1 4900001 5000000 6 18525
LR999932.1 5000001 5100000 1 1940
LR999932.1 5100001 5200000 0 
LR999932.1 5200001 5300000 1 1612
LR999932.1 5300001 5400000 2 1447
LR999932.1 5400001 5500000 10 20079
LR999932.1 5500001 5600000 7 21815
LR999932.1 5600001 5700000 9 40879
LR999932.1 5700001 5800000 4 10951
LR999932.1 5800001 5900000 9 29951
LR999932.1 5900001 6000000 6 21524
LR999932.1 6000001 6100000 1 704
LR999932.1 6100001 6200000 4 9975
LR999932.1 6200001 6300000 3 19180
LR999932.1 6300001 6400000 4 16152
LR999932.1 6400001 6500000 3 17159
LR999932.1 6500001 6600000 6 23755
LR999932.1 6600001 6700000 9 40889
LR999932.1 6700001 6800000 7 26066
LR999932.1 6800001 6900000 4 29261
LR999932.1 6900001 7000000 0 
LR999932.1 7000001 7100000 1 2223
LR999932.1 7100001 7200000 1 3985
LR999932.1 7200001 7300000 1 24460
LR999932.1 7300001 7400000 0 
LR999932.1 7400001 7500000 5 35211
LR999932.1 7500001 7600000 5 18037
LR999932.1 7600001 7700000 5 32504
LR999932.1 7700001 7800000 0 
LR999932.1 7800001 7900000 2 3078
LR999932.1 7900001 8000000 6 21962
LR999932.1 8000001 8100000 3 13202
LR999932.1 8100001 8200000 3 17480
LR999932.1 8200001 8300000 4 18966
LR999932.1 8300001 8400000 7 42761
LR999932.1 8400001 8500000 11 52597
LR999932.1 8500001 8600000 3 13399
LR999932.1 8600001 8700000 0 
LR999932.1 8700001 8800000 0 
LR999932.1 8800001 8900000 0 
LR999932.1 8900001 9000000 3 5731
LR999932.1 9000001 9100000 1 4724
LR999932.1 9100001 9200000 2 17932
LR999932.1 9200001 9300000 1 6404
LR999932.1 9300001 9400000 1 5206
LR999932.1 9400001 9500000 3 9655
LR999932.1 9500001 9600000 2 7280
LR999932.1 9600001 9700000 1 440
LR999932.1 9700001 9800000 1 122
LR999932.1 9800001 9900000 2 5838
LR999932.1 9900001 10000000 4 19512
LR999932.1 10000001 10100000 2 3042
LR999932.1 10100001 10200000 4 19970
LR999932.1 10200001 10300000 1 2588
LR999932.1 10300001 10400000 0 
LR999932.1 10400001 10500000 0 
LR999932.1 10500001 10600000 0 
LR999932.1 10600001 10700000 4 6010
LR999932.1 10700001 10800000 1 293
LR999932.1 10800001 10900000 1 5682
LR999932.1 10900001 11000000 0 
LR999932.1 11000001 11100000 0 
LR999932.1 11100001 11200000 0 
LR999932.1 11200001 11300000 7 27663
LR999932.1 11300001 11400000 4 12477
LR999932.1 11400001 11500000 4 10711
LR999932.1 11500001 11600000 6 26770
LR999932.1 11600001 11700000 10 43086
LR999932.1 11700001 11800000 1 7801
LR999932.1 11800001 11900000 5 23525
LR999932.1 11900001 12000000 1 3257
LR999932.1 12000001 12100000 2 3723
LR999932.1 12100001 12200000 0 
LR999932.1 12200001 12300000 0 
LR999932.1 12300001 12400000 2 12687
LR999932.1 12400001 12500000 0 
LR999932.1 12500001 12600000 4 13126
LR999932.1 12600001 12700000 10 31444
LR999932.1 12700001 12800000 6 25362
LR999932.1 12800001 12900000 0 
LR999932.1 12900001 13000000 0 
LR999932.1 13000001 13100000 10 47077
LR999932.1 13100001 13200000 4 28071
LR999932.1 13200001 13300000 6 34287
LR999932.1 13300001 13400000 3 13622
LR999932.1 13400001 13500000 0 
LR999932.1 13500001 13600000 3 12939
LR999932.1 13600001 13700000 1 4846
LR999932.1 13700001 13800000 0 
LR999932.1 13800001 13900000 0 
LR999932.1 13900001 14000000 8 34869
LR999932.1 14000001 14100000 3 28611
LR999932.1 14100001 14200000 1 4742
LR999932.1 14200001 14300000 1 1161
LR999932.1 14300001 14400000 4 23135
LR999932.1 14400001 14500000 3 23570
LR999932.1 14500001 14600000 2 29057
LR999932.1 14600001 14700000 4 21485
